operator_cluster,operator,provider_count,asn_count,country_count,observed_records_bucket,top_provider_examples,source_repo
OperatorCluster-721,SS7-AS,0,1,1,lt-50,FlowVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-722,SSERV-AS,0,1,1,lt-50,FlowVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-723,STREADER,0,1,1,lt-50,Sentinel dVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-724,SUNUCUN,0,1,1,lt-50,Zoogvpn (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-725,SUOMICOMMUNICATIONS,0,1,1,lt-50,PrivateVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-726,SYN-UK SYN,0,1,1,lt-50,FlowVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-727,SYPTEC-NOC,0,1,1,lt-50,FlowVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-728,SZYBKINET,0,1,1,lt-50,FlowVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-729,TCTEL,0,1,1,lt-50,GhostPath (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-730,TECHTIDE,0,1,1,lt-50,Sentinel dVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-731,TELECOM-ARMENIA Telecom Armenia AS,0,1,1,lt-50,Zoogvpn (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-732,TELENOR-SE Telenor Sverige AB,0,1,1,lt-50,Sentinel dVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-733,THE-1984-AS,0,1,1,lt-50,Sentinel dVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-734,TIF-AS Iliad Italia S.p.A,0,1,1,lt-50,Sentinel dVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-735,TNF-AS,0,1,1,lt-50,Sentinel dVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-736,"TOPHOST-MD-AS R.Moldova, Chisinau, Paris 18A",0,1,1,lt-50,CactusVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-737,TOT-NET TOT Public Company Limited,0,1,1,lt-50,VPN Gate (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-738,TPNET,0,1,1,lt-50,Sentinel dVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-739,TRANSATEL1-AS-AP Transatel,0,1,1,lt-50,SwitchVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-740,TRINITY-AS,0,1,1,lt-50,VPNObratno (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-741,TTC-AS JSC Transtelecom,0,1,1,lt-50,FlowVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-742,TTSB-AS-AP Terabix,0,1,1,lt-50,Sentinel dVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-743,TUNGSTEN,0,1,1,lt-50,Sentinel dVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-744,TURNKEY-INTERNET,0,1,1,lt-50,FlowVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-745,Truxgo S. de R.L de C.V,0,1,1,lt-50,FlowVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-746,UCOM ARTERIA Networks Corporation,0,1,1,lt-50,VPN Gate (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-747,UK-NETCETERA Netcetera Autonomous System Peers,0,1,1,lt-50,PrivateVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-748,UNI2-AS,0,1,1,lt-50,HideIPVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-749,UNITEL-LA Star Telecom,0,1,1,lt-50,VPN Gate (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-750,UPCLOUD,0,1,1,lt-50,Safervpn (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-751,USA-2022,0,1,1,lt-50,ProtonVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-752,UUNET,0,1,1,lt-50,Sentinel dVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-753,VELOCIHOST,0,1,1,lt-50,GhostPath (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-754,VERGETEL1-AS-AP VERGETEL,0,1,1,lt-50,Sentinel dVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-755,VERMONT-TELE,0,1,1,lt-50,Astrill (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-756,VERSAWEB-ASN,0,1,1,lt-50,GhostPath (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-757,VH-GLOBAL VH Global Limited,0,1,1,lt-50,Sentinel dVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-758,VIRTUASYS-EU Lift weight. Push bytes. Never drop. Repeat.,0,1,1,lt-50,FlowVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-759,VODAFONE-IT-ASN,0,1,1,lt-50,Sentinel dVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-760,VOICE-NET-AS,0,1,1,lt-50,GhostPath (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-761,VOOSERVERS,0,1,1,lt-50,GhostPath (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-762,W1N,0,1,1,lt-50,SwitchVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-763,WAP-AC,0,1,1,lt-50,FlowVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-764,WEBAIR-INTERNET,0,1,1,lt-50,Safervpn (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-765,WEBHOSTING24-AS Webhosting24 GmbH,0,1,1,lt-50,AnonymousVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-766,WEYRO,0,1,1,lt-50,KevinVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-767,WHG-IN,0,1,1,lt-50,VPNSecure (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-768,WHITELABEL,0,1,1,lt-50,Sentinel dVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-769,WICHITA-INTER-KONNECTS-1LL4H,0,1,1,lt-50,Hotspotshield (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-770,XENIAHOSTING,0,1,1,lt-50,Sentinel dVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-771,YANDEXCLOUD,0,1,1,lt-50,KeyDrop (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-772,YESONGIT,0,1,1,lt-50,Sentinel dVPN (1),ipanalytics/vpn-provider-overlap-intelligence
OperatorCluster-773,ZAM LTDA.,0,1,1,lt-50,FlowVPN (1),ipanalytics/vpn-provider-overlap-intelligence
