provider,asn,operator,country_count,country_examples,observed_records_bucket,prefix_count,avg_confidence,data_origin
IPVanish,197706,"KEMINET A datacenter located in TiranaAlbania. Webhosting, Dedicated Servers, VPS, IPv4IPv6 leasing",1,Albania,lt-50,1,95.0,VPN-Infrastructure-Atlas
IVPN,60781,LEASEWEB-NL-AMS-01 Netherlands,1,Netherlands,lt-50,4,95.0,VPN-Infrastructure-Atlas
NordVPN,198890,MADCOM-ASN,1,Albania,lt-50,1,95.0,VPN-Infrastructure-Atlas
PhantomPeer,14061,DIGITALOCEAN-ASN,1,United States,lt-50,7,88.0,VPN-Infrastructure-Atlas
Safervpn,20473,AS-VULTR,1,United States,lt-50,7,78.0,VPN-Infrastructure-Atlas
Sentinel dVPN,134677,IDC-AS-AP Dromatics Systems Pte Ltd,1,Singapore,lt-50,3,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",1,United Kingdom,lt-50,3,95.0,VPN-Infrastructure-Atlas
StrongVPN,174,COGENT-174,1,United States,lt-50,4,86.4,VPN-Infrastructure-Atlas
StrongVPN,212238,CDNEXT,1,United Kingdom,lt-50,1,84.3,VPN-Infrastructure-Atlas
StrongVPN,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",1,United Kingdom,lt-50,1,82.1,VPN-Infrastructure-Atlas
Surfshark,25369,BANDWIDTH-AS,4,Switzerland; France; Netherlands; United Kingdom,lt-50,5,95.0,VPN-Infrastructure-Atlas
TunnelBear,396356,LATITUDE-SH,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
VPN Gate,17676,GIGAINFRA SoftBank Corp.,1,Japan,lt-50,7,78.0,VPN-Infrastructure-Atlas
VPN Unlimited,16276,OVH,1,France,lt-50,6,70.0,VPN-Infrastructure-Atlas
VPN.ac,43350,NFORCE,1,Netherlands,lt-50,5,95.0,VPN-Infrastructure-Atlas
Vpnht,216329,CENTAURUS_AGENA3000,1,France,lt-50,1,78.0,VPN-Infrastructure-Atlas
WLVPN,197706,"KEMINET A datacenter located in TiranaAlbania. Webhosting, Dedicated Servers, VPS, IPv4IPv6 leasing",1,Albania,lt-50,1,95.0,VPN-Infrastructure-Atlas
Windscribe,13213,UK2NET-AS,1,United Kingdom,lt-50,3,95.0,VPN-Infrastructure-Atlas
Windscribe,262287,Latitude.sh LTDA,1,Brazil,lt-50,2,95.0,VPN-Infrastructure-Atlas
Windscribe,396356,LATITUDE-SH,1,United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
Zoogvpn,16276,OVH,1,France,lt-50,7,78.0,VPN-Infrastructure-Atlas
uVPN,16276,OVH,1,France,lt-50,7,70.0,VPN-Infrastructure-Atlas
Anonine,42926,RADORE,1,Türkiye,lt-50,2,95.0,VPN-Infrastructure-Atlas
Astrill,133752,LEASEWEB-APAC-HKG-10 LEASEWEB HONG KONG LIMITED,1,Hong Kong,lt-50,2,78.0,VPN-Infrastructure-Atlas
Astrill,25780,HUGESERVER-NETWORKS,1,United States,lt-50,2,78.0,VPN-Infrastructure-Atlas
Astrill,26388,FIBERFI,1,United States,lt-50,2,78.0,VPN-Infrastructure-Atlas
Astrill,29302,HSI-EUROPE,1,United States,lt-50,2,78.0,VPN-Infrastructure-Atlas
Astrill,396190,LEASEWEB-USA-SEA,1,United States,lt-50,2,78.0,VPN-Infrastructure-Atlas
Astrill,396362,LEASEWEB-USA-NYC,1,United States,lt-50,2,78.0,VPN-Infrastructure-Atlas
Astrill,397423,TIER-NET,1,United States,lt-50,3,78.0,VPN-Infrastructure-Atlas
Astrill,45382,EHOSTIDC-AS-KR Hostcenter,1,South Korea,lt-50,2,78.0,VPN-Infrastructure-Atlas
Astrill,55720,GIGABIT-MY Gigabit Hosting Sdn Bhd,1,Malaysia,lt-50,1,78.0,VPN-Infrastructure-Atlas
AzireVPN,63473,HOSTHATCH,1,United States,lt-50,6,95.0,VPN-Infrastructure-Atlas
BoxPN,42926,RADORE,1,Türkiye,lt-50,2,95.0,VPN-Infrastructure-Atlas
EasyHideIP,42926,RADORE,1,Türkiye,lt-50,2,95.0,VPN-Infrastructure-Atlas
ExpressVPN,41564,AS41564,1,United Kingdom,lt-50,4,70.0,VPN-Infrastructure-Atlas
FlowVPN,16276,OVH,1,France,lt-50,5,70.0,VPN-Infrastructure-Atlas
FrootVPN,42926,RADORE,1,Türkiye,lt-50,2,95.0,VPN-Infrastructure-Atlas
GhostPath,9009,M247,5,France; Hong Kong; Italy; Romania; Serbia,lt-50,5,88.0,VPN-Infrastructure-Atlas
IPVanish,207990,HR-CUSTOMER,1,India,lt-50,1,95.0,VPN-Infrastructure-Atlas
Private Internet Access,206804,ESTNOC-GLOBAL,1,Estonia,lt-50,3,95.0,VPN-Infrastructure-Atlas
Private Internet Access,58065,PACKETEXCHANGE,2,Spain; United Kingdom,lt-50,2,95.0,VPN-Infrastructure-Atlas
PrivateVPN,42675,OBEHOSTING Obehosting AB,1,Sweden,lt-50,1,95.0,VPN-Infrastructure-Atlas
ProtonVPN,396356,LATITUDE-SH,1,United States,lt-50,3,95.0,VPN-Infrastructure-Atlas
PureVPN,1257,TELE2,1,European Union,lt-50,1,88.0,VPN-Infrastructure-Atlas
PureVPN,206264,AMARUTU-TECHNOLOGY,1,Seychelles,lt-50,4,88.0,VPN-Infrastructure-Atlas
Sentinel dVPN,11878,TZULO,1,United States,lt-50,4,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,139057,ELD-AS-AP Edgenext Legend Dynasty Pte. Ltd.,1,Singapore,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,24863,LINKdotNET-AS,1,Egypt,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,26286,MYSTICDEVIO,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,29066,VELIANET-AS velia.net Internetdienste GmbH,1,Germany,lt-50,3,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,396073,MAJESTIC-HOSTING-01,1,United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,401486,RAVNIX,1,United States,lt-50,3,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,51167,CONTABO,1,Germany,lt-50,6,95.0,VPN-Infrastructure-Atlas
StrongVPN,13737,AS-INCX,1,United States,lt-50,1,80.0,VPN-Infrastructure-Atlas
Surfshark,397423,TIER-NET,1,United States,lt-50,4,95.0,VPN-Infrastructure-Atlas
TunnelBear,36352,AS-COLOCROSSING,1,United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
VPN Jantit,204957,GREENFLOID-AS,1,United States,lt-50,6,88.0,VPN-Infrastructure-Atlas
VPN Unlimited,25467,AKTON-AS Akton Autonomous System,1,Slovenia,lt-50,2,70.0,VPN-Infrastructure-Atlas
VPN Unlimited,61138,ZAPPIE-HOST-AS Zappie Host,1,United States,lt-50,3,70.0,VPN-Infrastructure-Atlas
VPN.ac,7040,NETMINDERS,1,Canada,lt-50,1,95.0,VPN-Infrastructure-Atlas
VPNObratno,12389,ROSTELECOM-AS PJSC Rostelecom. Technical Team,1,Russia,lt-50,6,88.0,VPN-Infrastructure-Atlas
WLVPN,207990,HR-CUSTOMER,1,India,lt-50,1,95.0,VPN-Infrastructure-Atlas
Windscribe,132335,LEAPSWITCH-IN-AS-AP LEAPSWITCH NETWORKS PRIVATE LIMITED,1,India,lt-50,1,95.0,VPN-Infrastructure-Atlas
Windscribe,15805,SKYNET-CY-AS,1,Cyprus,lt-50,2,95.0,VPN-Infrastructure-Atlas
Windscribe,198890,MADCOM-ASN,1,Albania,lt-50,1,95.0,VPN-Infrastructure-Atlas
Windscribe,201201,DATALOGISTICS,1,Lithuania,lt-50,2,95.0,VPN-Infrastructure-Atlas
Windscribe,3462,HINET Data Communication Business Group,1,Taiwan,lt-50,2,95.0,VPN-Infrastructure-Atlas
Windscribe,35758,HQSERV_NETWORKS,1,Israel,lt-50,2,95.0,VPN-Infrastructure-Atlas
Windscribe,398779,ACEHOST,1,United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
Windscribe,40676,AS40676 - Psychz Networks,1,United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
Windscribe,43289,TRABIA,1,Moldova,lt-50,3,95.0,VPN-Infrastructure-Atlas
Windscribe,45899,VNPT-AS-VN VNPT Corp,1,Vietnam,lt-50,1,95.0,VPN-Infrastructure-Atlas
Windscribe,46562,PERFORMIVE,1,United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
Windscribe,51430,ALTUS,1,Netherlands,lt-50,2,95.0,VPN-Infrastructure-Atlas
Windscribe,52048,RIXHOST,1,Latvia,lt-50,2,95.0,VPN-Infrastructure-Atlas
Windscribe,54133,UNMETERED,1,Canada,lt-50,1,95.0,VPN-Infrastructure-Atlas
Windscribe,56309,"SIAMDATA-TH Siamdata Communication Co.,Ltd.",1,Thailand,lt-50,2,95.0,VPN-Infrastructure-Atlas
Windscribe,58065,PACKETEXCHANGE,1,United Kingdom,lt-50,2,95.0,VPN-Infrastructure-Atlas
Windscribe,63023,AS-GLOBALTELEHOST,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Windscribe,6866,CYTA-NETWORK Internet Services,1,Cyprus,lt-50,1,95.0,VPN-Infrastructure-Atlas
Windscribe,7201,AS-NETWORKEDGE,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Zoogvpn,138915,KAOPU-HK Kaopu Cloud HK Limited,1,Hong Kong,lt-50,6,78.0,VPN-Infrastructure-Atlas
Zoogvpn,9009,M247,1,Romania,lt-50,6,78.0,VPN-Infrastructure-Atlas
Anonine,133398,TELE-AS Tele Asia Limited,1,Hong Kong,lt-50,1,95.0,VPN-Infrastructure-Atlas
Anonine,20860,IOMART-AS,1,United Kingdom,lt-50,1,95.0,VPN-Infrastructure-Atlas
Anonine,262287,Latitude.sh LTDA,1,Brazil,lt-50,1,95.0,VPN-Infrastructure-Atlas
Anonine,45382,EHOSTIDC-AS-KR Hostcenter,1,South Korea,lt-50,1,95.0,VPN-Infrastructure-Atlas
Anonine,45839,SHINJIRU-MY-AS-AP Shinjiru Technology Sdn Bhd,1,Malaysia,lt-50,1,95.0,VPN-Infrastructure-Atlas
Anonine,51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,1,Finland,lt-50,2,95.0,VPN-Infrastructure-Atlas
Anonine,51852,PLI-AS,1,Panama,lt-50,1,95.0,VPN-Infrastructure-Atlas
Anonine,52423,Data Miners S.A.  Racknation.cr,1,Costa Rica,lt-50,1,95.0,VPN-Infrastructure-Atlas
Anonine,54643,IDIGITAL,1,Canada,lt-50,1,95.0,VPN-Infrastructure-Atlas
Anonine,56655,GIGAHOST,1,Norway,lt-50,1,95.0,VPN-Infrastructure-Atlas
Anonine,62563,AS-GLOBALTELEHOST,1,Canada,lt-50,1,95.0,VPN-Infrastructure-Atlas
Anonine,62904,AS62904 - Eonix Corporation,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Astrill,19148,LEASEWEB-USA-PHX,1,United States,lt-50,2,78.4,VPN-Infrastructure-Atlas
Astrill,20454,SSASN2,1,United States,lt-50,2,78.0,VPN-Infrastructure-Atlas
Astrill,214226,WEBENLET-AS,1,Hungary,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,23470,RELIABLESITE,1,United States,lt-50,3,78.8,VPN-Infrastructure-Atlas
Astrill,27411,LEASEWEB-USA-CHI,1,United States,lt-50,2,78.0,VPN-Infrastructure-Atlas
Astrill,34989,SERVETHEWORLD-AS,1,Norway,lt-50,3,78.0,VPN-Infrastructure-Atlas
Astrill,394380,LEASEWEB-USA-DAL,1,United States,lt-50,3,78.0,VPN-Infrastructure-Atlas
Astrill,51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,1,Finland,lt-50,2,78.0,VPN-Infrastructure-Atlas
Astrill,61493,InterBS S.R.L. BAEHOST,1,Argentina,lt-50,1,78.0,VPN-Infrastructure-Atlas
BoxPN,133398,TELE-AS Tele Asia Limited,1,Hong Kong,lt-50,1,95.0,VPN-Infrastructure-Atlas
BoxPN,20860,IOMART-AS,1,United Kingdom,lt-50,1,95.0,VPN-Infrastructure-Atlas
BoxPN,262287,Latitude.sh LTDA,1,Brazil,lt-50,1,95.0,VPN-Infrastructure-Atlas
BoxPN,45382,EHOSTIDC-AS-KR Hostcenter,1,South Korea,lt-50,1,95.0,VPN-Infrastructure-Atlas
BoxPN,45839,SHINJIRU-MY-AS-AP Shinjiru Technology Sdn Bhd,1,Malaysia,lt-50,1,95.0,VPN-Infrastructure-Atlas
BoxPN,51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,1,Finland,lt-50,2,95.0,VPN-Infrastructure-Atlas
BoxPN,51852,PLI-AS,1,Panama,lt-50,1,95.0,VPN-Infrastructure-Atlas
BoxPN,52423,Data Miners S.A.  Racknation.cr,1,Costa Rica,lt-50,1,95.0,VPN-Infrastructure-Atlas
BoxPN,54643,IDIGITAL,1,Canada,lt-50,1,95.0,VPN-Infrastructure-Atlas
BoxPN,56655,GIGAHOST,1,Norway,lt-50,1,95.0,VPN-Infrastructure-Atlas
BoxPN,62563,AS-GLOBALTELEHOST,1,Canada,lt-50,1,95.0,VPN-Infrastructure-Atlas
BoxPN,62904,AS62904 - Eonix Corporation,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
EasyHideIP,12876,Online SAS,1,France,lt-50,2,95.0,VPN-Infrastructure-Atlas
EasyHideIP,133398,TELE-AS Tele Asia Limited,1,Hong Kong,lt-50,1,95.0,VPN-Infrastructure-Atlas
EasyHideIP,262287,Latitude.sh LTDA,1,Brazil,lt-50,1,95.0,VPN-Infrastructure-Atlas
EasyHideIP,45382,EHOSTIDC-AS-KR Hostcenter,1,South Korea,lt-50,1,95.0,VPN-Infrastructure-Atlas
EasyHideIP,45839,SHINJIRU-MY-AS-AP Shinjiru Technology Sdn Bhd,1,Malaysia,lt-50,1,95.0,VPN-Infrastructure-Atlas
EasyHideIP,51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,1,Finland,lt-50,2,95.0,VPN-Infrastructure-Atlas
EasyHideIP,51852,PLI-AS,1,Panama,lt-50,1,95.0,VPN-Infrastructure-Atlas
EasyHideIP,52423,Data Miners S.A.  Racknation.cr,1,Costa Rica,lt-50,1,95.0,VPN-Infrastructure-Atlas
EasyHideIP,54643,IDIGITAL,1,Canada,lt-50,1,95.0,VPN-Infrastructure-Atlas
EasyHideIP,56655,GIGAHOST,1,Norway,lt-50,1,95.0,VPN-Infrastructure-Atlas
EasyHideIP,62563,AS-GLOBALTELEHOST,1,Canada,lt-50,1,95.0,VPN-Infrastructure-Atlas
EasyHideIP,62904,AS62904 - Eonix Corporation,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
FastestVPN,3170,VELOXSERV,2,United Kingdom; United Kingdom,lt-50,2,95.0,VPN-Infrastructure-Atlas
FlowVPN,20860,IOMART-AS,1,United Kingdom,lt-50,4,70.0,VPN-Infrastructure-Atlas
FlowVPN,9009,M247,1,Romania,lt-50,4,70.0,VPN-Infrastructure-Atlas
Freedomip,41652,SAS-SHPV-FRANCE,1,France,lt-50,1,78.0,VPN-Infrastructure-Atlas
FrootVPN,12876,Online SAS,1,France,lt-50,2,95.0,VPN-Infrastructure-Atlas
FrootVPN,133398,TELE-AS Tele Asia Limited,1,Hong Kong,lt-50,1,95.0,VPN-Infrastructure-Atlas
FrootVPN,262287,Latitude.sh LTDA,1,Brazil,lt-50,1,95.0,VPN-Infrastructure-Atlas
FrootVPN,36666,GTCOMM,1,Canada,lt-50,1,95.0,VPN-Infrastructure-Atlas
FrootVPN,45382,EHOSTIDC-AS-KR Hostcenter,1,South Korea,lt-50,1,95.0,VPN-Infrastructure-Atlas
FrootVPN,45839,SHINJIRU-MY-AS-AP Shinjiru Technology Sdn Bhd,1,Malaysia,lt-50,1,95.0,VPN-Infrastructure-Atlas
FrootVPN,51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,1,Finland,lt-50,2,95.0,VPN-Infrastructure-Atlas
FrootVPN,51852,PLI-AS,1,Panama,lt-50,1,95.0,VPN-Infrastructure-Atlas
FrootVPN,52423,Data Miners S.A.  Racknation.cr,1,Costa Rica,lt-50,1,95.0,VPN-Infrastructure-Atlas
FrootVPN,54643,IDIGITAL,1,Canada,lt-50,1,95.0,VPN-Infrastructure-Atlas
FrootVPN,56655,GIGAHOST,1,Norway,lt-50,1,95.0,VPN-Infrastructure-Atlas
FrootVPN,62563,AS-GLOBALTELEHOST,1,Canada,lt-50,1,95.0,VPN-Infrastructure-Atlas
FrootVPN,62904,AS62904 - Eonix Corporation,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
HideIPVPN,20860,IOMART-AS,1,United Kingdom,lt-50,5,70.0,VPN-Infrastructure-Atlas
Hotspotshield,212238,CDNEXT,1,United Kingdom,lt-50,5,78.0,VPN-Infrastructure-Atlas
Hotspotshield,46450,PILOT,1,United States,lt-50,5,78.0,VPN-Infrastructure-Atlas
IPVanish,51430,ALTUS,1,Netherlands,lt-50,1,95.0,VPN-Infrastructure-Atlas
Kompot VPN,201814,MEVSPACE,1,Poland,lt-50,2,80.0,VPN-Infrastructure-Atlas
Kompot VPN,209847,THE,1,Netherlands,lt-50,4,80.0,VPN-Infrastructure-Atlas
Kompot VPN,48716,PSKZ-ALA,1,Kazakhstan,lt-50,4,70.0,VPN-Infrastructure-Atlas
Le VPN,202422,GHOST,1,Luxembourg,lt-50,5,70.0,VPN-Infrastructure-Atlas
NordVPN,12876,Online SAS,1,France,lt-50,5,95.0,VPN-Infrastructure-Atlas
NordVPN,58065,PACKETEXCHANGE,1,United Kingdom,lt-50,2,95.0,VPN-Infrastructure-Atlas
Private Internet Access,41564,AS41564,1,United Kingdom,lt-50,1,95.0,VPN-Infrastructure-Atlas
Private Internet Access,62240,CLOUVIDER Clouvider - Global ASN,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
PrivateVPN,18747,IFX18747,5,Argentina; Chile; Mexico; Panama; United States,lt-50,5,95.0,VPN-Infrastructure-Atlas
ProtonVPN,215224,NOVOSERVE-CUSTOMERS-AS NovoServe Customers ASN,1,Netherlands,lt-50,1,95.0,VPN-Infrastructure-Atlas
PureVPN,25369,BANDWIDTH-AS,1,United Kingdom,lt-50,2,88.0,VPN-Infrastructure-Atlas
PureVPN,3223,VOXILITY,1,United Kingdom,lt-50,3,88.0,VPN-Infrastructure-Atlas
PureVPN,36352,AS-COLOCROSSING,1,United States,lt-50,2,88.0,VPN-Infrastructure-Atlas
PureVPN,60068,CDN77 _,1,United Kingdom,lt-50,4,88.0,VPN-Infrastructure-Atlas
PureVPN,7040,NETMINDERS,1,Canada,lt-50,2,88.0,VPN-Infrastructure-Atlas
Safervpn,14061,DIGITALOCEAN-ASN,1,United States,lt-50,4,78.0,VPN-Infrastructure-Atlas
Safervpn,57169,EDIS-AS-EU,1,Austria,lt-50,5,78.0,VPN-Infrastructure-Atlas
Sentinel dVPN,142036,HOSTEONS-AS-AP Hosteons Pte. Ltd.,1,Singapore,lt-50,4,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,149020,WEBHORIZON-AS-AP WebHorizon Internet Services,1,Singapore,lt-50,5,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,211507,"LAIN we love lain, cats and the world wide web",1,Germany,lt-50,4,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,213169,AS-CATIXS-AKA,1,United Kingdom,lt-50,4,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,215155,HALIL-OMER-TEKIN,1,Türkiye,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,215362,PROMO-PLUS,1,Romania,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,215467,SKHRON Skhron OU: skhron.eu,1,Estonia,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,3132,Red Cientifica Peruana,1,Peru,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,32489,AMANAHA-NEW,1,Canada,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,397032,SPARKED,1,United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,397735,NETWIRE-INC,1,Canada,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,42926,RADORE,1,Türkiye,lt-50,1,95.0,VPN-Infrastructure-Atlas
Surfshark,62240,CLOUVIDER Clouvider - Global ASN,2,United Kingdom; United States,lt-50,5,95.0,VPN-Infrastructure-Atlas
SwitchVPN,31708,"COREIX-UK-AS London, Great Britain",1,United Kingdom,lt-50,4,88.0,VPN-Infrastructure-Atlas
SwitchVPN,49367,ASSEFLOW,1,Italy,lt-50,1,88.0,VPN-Infrastructure-Atlas
SwitchVPN,60781,LEASEWEB-NL-AMS-01 Netherlands,1,Netherlands,lt-50,2,88.0,VPN-Infrastructure-Atlas
Trust.Zone,47447,TTM,1,Germany,lt-50,2,70.0,VPN-Infrastructure-Atlas
TunnelBear,13213,UK2NET-AS,1,United Kingdom,lt-50,2,95.0,VPN-Infrastructure-Atlas
VPN Jantit,14061,DIGITALOCEAN-ASN,1,United States,lt-50,5,88.0,VPN-Infrastructure-Atlas
VPN Jantit,209847,THE,1,Netherlands,lt-50,5,88.0,VPN-Infrastructure-Atlas
VPN Jantit,59211,ONEASIAHOST OneAsiaHost,1,Singapore,lt-50,2,88.0,VPN-Infrastructure-Atlas
VPN Jantit,63023,AS-GLOBALTELEHOST,1,United States,lt-50,5,88.0,VPN-Infrastructure-Atlas
VPN Unlimited,11831,ESECUREDATA,1,Canada,lt-50,1,70.0,VPN-Infrastructure-Atlas
VPN Unlimited,63018,DEDICATED,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
VPN.ac,202425,INT-NETWORK,1,Seychelles,lt-50,2,95.0,VPN-Infrastructure-Atlas
VPN.ac,51430,ALTUS,1,Netherlands,lt-50,3,95.0,VPN-Infrastructure-Atlas
Vpnfacile,16276,OVH,1,France,lt-50,3,78.0,VPN-Infrastructure-Atlas
Vpnht,204044,ONLYSERVERS Dedicated Server Hosting Provider,1,United Kingdom,lt-50,1,78.0,VPN-Infrastructure-Atlas
Vpnht,42473,AS-ANEXIA ANEXIA Internetdienstleistungs GmbH,1,Austria,lt-50,1,78.0,VPN-Infrastructure-Atlas
WLVPN,51430,ALTUS,1,Netherlands,lt-50,1,95.0,VPN-Infrastructure-Atlas
WiTopia,132335,LEAPSWITCH-IN-AS-AP LEAPSWITCH NETWORKS PRIVATE LIMITED,1,India,lt-50,1,95.0,VPN-Infrastructure-Atlas
WiTopia,13445,WEBEX,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
WiTopia,146943,TIER4CLOU-AS Tier 4 Cloud Services,1,India,lt-50,1,95.0,VPN-Infrastructure-Atlas
WiTopia,19148,LEASEWEB-USA-PHX,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
WiTopia,20860,IOMART-AS,1,United Kingdom,lt-50,1,95.0,VPN-Infrastructure-Atlas
WiTopia,25369,BANDWIDTH-AS,1,United Kingdom,lt-50,1,95.0,VPN-Infrastructure-Atlas
WiTopia,262287,Latitude.sh LTDA,1,Brazil,lt-50,1,95.0,VPN-Infrastructure-Atlas
WiTopia,26388,FIBERFI,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
WiTopia,397373,H4Y-TECHNOLOGIES,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
WiTopia,40676,AS40676 - Psychz Networks,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
WiTopia,45382,EHOSTIDC-AS-KR Hostcenter,1,South Korea,lt-50,1,95.0,VPN-Infrastructure-Atlas
WiTopia,4986,INTERSTAR,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
WiTopia,52048,RIXHOST,1,Latvia,lt-50,1,95.0,VPN-Infrastructure-Atlas
WiTopia,55720,GIGABIT-MY Gigabit Hosting Sdn Bhd,1,Malaysia,lt-50,1,95.0,VPN-Infrastructure-Atlas
WiTopia,56067,METRABYTE-TH 453 Ladplacout Jorakhaebua,1,Thailand,lt-50,1,95.0,VPN-Infrastructure-Atlas
WiTopia,59787,WEBHS WEBSP LDA,1,Portugal,lt-50,1,95.0,VPN-Infrastructure-Atlas
WiTopia,60781,LEASEWEB-NL-AMS-01 Netherlands,1,Netherlands,lt-50,1,95.0,VPN-Infrastructure-Atlas
WiTopia,61272,IST-AS,1,Lithuania,lt-50,1,95.0,VPN-Infrastructure-Atlas
WiTopia,7488,CNSERVER-AP-AS CNServer LLC,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
WorldVPN,15626,GF-UA,1,Ukraine,lt-50,3,88.0,VPN-Infrastructure-Atlas
WorldVPN,31034,ARUBA-ASN,1,Italy,lt-50,3,88.0,VPN-Infrastructure-Atlas
WorldVPN,50979,ITL-LV,1,Latvia,lt-50,3,88.0,VPN-Infrastructure-Atlas
WorldVPN,56594,CB-BYO-IP,1,Netherlands,lt-50,1,88.0,VPN-Infrastructure-Atlas
WorldVPN,59729,ITL-BG,1,Bulgaria,lt-50,3,88.0,VPN-Infrastructure-Atlas
Zoogvpn,40676,AS40676 - Psychz Networks,1,United States,lt-50,3,78.0,VPN-Infrastructure-Atlas
AirVPN,133480,INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD,1,Australia,lt-50,1,95.0,VPN-Infrastructure-Atlas
AirVPN,206804,ESTNOC-GLOBAL,1,Estonia,lt-50,1,95.0,VPN-Infrastructure-Atlas
AirVPN,55720,GIGABIT-MY Gigabit Hosting Sdn Bhd,1,Malaysia,lt-50,1,95.0,VPN-Infrastructure-Atlas
Anonine,12876,Online SAS,1,France,lt-50,2,95.0,VPN-Infrastructure-Atlas
Anonine,36666,GTCOMM,1,Canada,lt-50,1,95.0,VPN-Infrastructure-Atlas
Anonvpn,0,,1,Mauritius,lt-50,4,78.0,VPN-Infrastructure-Atlas
Astrill,134094,"SERVERFIELD-AS Serverfield Co., Ltd.",1,Taiwan,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,16125,CHERRYSERVERS1-AS,1,Lithuania,lt-50,2,78.0,VPN-Infrastructure-Atlas
Astrill,197071,ACTIVE-SERVERS active-servers.com,1,Germany,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,20278,NEXEON,1,United States,lt-50,2,78.0,VPN-Infrastructure-Atlas
Astrill,207134,PHOENIXNAP-SRB,1,United States,lt-50,2,78.0,VPN-Infrastructure-Atlas
Astrill,29802,HVC-AS,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,30083,AS-30083-US-VELIA-NET,1,Germany,lt-50,3,78.0,VPN-Infrastructure-Atlas
Astrill,3214,XTOM xTom GmbH,1,Germany,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,3216,SOVAM-AS,1,Russia,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,3257,GTT-BACKBONE GTT,1,United States,lt-50,2,78.0,VPN-Infrastructure-Atlas
Astrill,395839,HOSTKEY-USA,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,397391,HON-ASN,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",1,United Kingdom,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,43289,TRABIA,1,Moldova,lt-50,2,78.0,VPN-Infrastructure-Atlas
